Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,20,56,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,CLN/CLE,Clinic/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,100,2,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,CLN/CLE,Clinic/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,26,19,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,839,2,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,CLN/CLE,Clinic/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,9,6,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application for Designated Representative –Reverse Distributor,30,1,102,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application for Designated Representative –Reverse Distributor,30,1,78,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor,N/A,Application for Designated Representative –Reverse Distributor,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRR,Designated Representative – Reverse Distributor ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXC,Designated Representatives,N/A,Application for a Designated Representative License,30,7,50,1,233,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXV,Designated Representatives,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,1,105,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXC,Designated Representatives,N/A,Application for a Designated Representative License,30,1,36,9,172,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXC,Designated Representatives,N/A,Application for a Designated Representative License,30,7,42,16,188,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,214,2,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,10,19,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,165,2,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,6,39,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,204,2,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXC,Designated Representatives ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,10,25,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic,N/A,Application for Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic,N/A,Application for Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic,N/A,Application for Designated Paramedic,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DPM,Designated Representatives –  Paramedic ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3Pl,N/A,Application for Designated Representative – Representative – 3Pl,30,0,0,1,119,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3Pl,N/A,Application for Designated Representative – Representative – 3Pl,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3Pl,N/A,Application for Designated Representative – Representative – 3Pl,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,22,2,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,16,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,30,2,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,34,1,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRL,Designated Representatives – 3PL ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet,N/A,Designated Representative – Veterinary Food-Animal Drug Retailer Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,2,2,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,2,3,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,4,2,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,EXV,Designated Representatives – Vet (EXV) ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned,N/A,Drug Room Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned,N/A,Drug Room Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned,N/A,Drug Room Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,1,2,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,16,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,4,7,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,62,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,6,2,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,DRM/DRE,Drug Room/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (Ade),N/A,Automated Drug Delivery System Ems Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (Ade),N/A,Automated Drug Delivery System Ems Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (Ade),N/A,Automated Drug Delivery System Ems Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Complete,Renewal Application Complete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Incomplete,Renewal Application Incomplete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Complete,Renewal Application Complete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Incomplete,Renewal Application Incomplete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Complete,Renewal Application Complete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,ADE,Emergency Medical Services Automated Drug Delivery System (ADE) ,Renewal Application Incomplete,Renewal Application Incomplete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding /Government Owned,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned,N/A,Hospital Satellite Sterile Compounding Pharmacy License,45,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Complete,Renewal Application Complete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete, 0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,1,7,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,SCP/SCE,Hospital Satellite Sterile Compounding/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned,N/A,Hospital Pharmacy Permit Application,30,0,0,17,136,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned,N/A,Hospital Pharmacy Permit Application,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned,N/A,Hospital Pharmacy Permit Application,30,0,0,4,356,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,51,3,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,9,24,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,15,3,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,5,20,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,83,2,,
6/30/2022,2022,Q2,October,10/31/2021,California State Board of Pharmacy,HSP/HPE,Hospital/Government Owned ,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,6,16,,
6/30/2022,2022,Q2,December,12/31/2021,California State Board of Pharmacy,HYP/HYE,Hypodermic Needle and Syringes,N/A,Application for Hypodermic Needle and Syringe Permit,30,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,California State Board of Pharmacy,HYP/HYE,Hypodermic Needle and Syringes,N/A,Application for Hypodermic Needle and Syringe Permit,30,0,0,0,0,0,0,,
